image,description
rb_8522849447.png,"In this scene, there's a stainless steel pot in the sink, and a robotic arm is picking up the lid of the stainless steel pot and placing it onto the pot."
rb_8540740699.png,"In that scene, there's a table with a bottle of dish soap and a stainless steel bowl on top. A robotic arm picked up the dish soap and placed it into the stainless steel bowl."
rb_8579136120.png,"In this scene, there's a glass table and a wooden cabinet. A robotic arm attempts to pick up a banana from the plate on the glass table but fails to do so"
rb_8691385790.png,"In this scene, there’s a table with a can of cola, a dishwashing sponge, and an empty mineral water bottle lying on its side. A robotic arm picked up the dishwashing sponge and placed it next to the mineral water bottle."
rb_8700085806.png,"In this scene, there is a wooden board with a small cabinet with two drawers. A robotic arm opened the upper drawer."
rb_8729046258.png,"In this scene, there's a table with a brush, a stainless steel bowl, and a towel placed under the bowl. Inside the bowl, there's a white toy. A robotic arm picked up the white toy from the bowl and placed it on the table."
rb_8779802673.png,"In this scene, there's a wooden display cabinet. On top of the cabinet, there's a cube. In the top right compartment of the cabinet, there's a pen; in the bottom left compartment, there's a round plate, and in the bottom right compartment, there's a large cube. The robotic arm picked up the pen"
rb_8857245887.png,"In this scene, there's a blue cube shaped like the letter 'T' on the table. A robotic arm has placed the blue 'T' cube in the designated spot drawn on the table."
rb_8891142901.png,"In this scene, there's a table with a toy, a spoon, a towel, and a bowl on it. The robotic arm picked up the towel and moved it backward a bit."
rb_8962169528.png,"In this scene, on a three-tiered drawer with the bottom tier opened, on top of the drawer there's a bowl, two beverage cans. A robotic arm has closed the bottom drawer."
rb_8969601554.png,"In this scene, there's a bag of green snacks, a bag of brown snacks, and a can of Coca-Cola on the table. A robotic arm picked up the canned Coke and placed it next to the brown snacks."
rb_8976112434.png,"In this scene, there's a table with a plate, a cup, a yellow bowl, and an orange cube on top of it. A robotic arm has picked up the cup."
rb_9027551469.png,"In this scene, there's a table with a plate and some vegetable models on it. A robotic arm is attempting to pick up a potato and place it onto the plate."
rb_9113713540.png,"In this scene, there is a table, and a white bowl filled with many bananas.A robotic arm picked up one of the bananas."
rb_9120084010.png,"In this scene, there's a black wooden display cabinet. On top of the cabinet, there's a vase of flowers. Inside the compartments of the cabinet, there's a pen, a round plate, a small ball, and a cube. Meanwhile, a robotic arm has picked up the round plate from the top right corner."
rb_9121988033.png,"In this scene, there's a table with a bottle of water, an apple, a bag of snacks. A robotic arm is trying to pick up the snacks. "
rb_9138510073.png,"in the scene there's a vending machine with three tiers: water on the top tier, cola and soda in the middle tier, and tea and sports drinks on the bottom tier. A robotic coin took a can of soda from the middle tier."
rb_9212527001.png,"In this scene, there's a  box containing a bath bomb, a metal mold, a cup, a metal cube, and a purple cube. A robotic arm picked up the metal mold."
rb_9274033541.png,"In this scene, there's a white semicircular table with a row of objects on it. They consist of a white cube, a blue cylinder, a blue cube, a red cylinder, a bottle of drink, and another blue cylinder. A robotic arm picked up the red cylinder and overturned it."
rb_9331201241.png,"In this scene, there's a drawer with brown snacks on it, a white bowl, a bottle of green drink, and a bottle of red-and-white drink. There's also a robotic arm. It pulled open the lower layer of the drawer and placed the brown snacks into the it."
rb_9347899945.png,"In this scene, there's a black cabinet and a glass table. On the glass table, there are blue apples, a blue ball, a dark blue ball, and a green ball in a wihite plate. Also, there's a vase of flowers, a cube, a pen, a small cube, and a round plate on the table. The robotic arm picks up the apple from plate on the glass table."
rb_9394160441.png,"In this scene, there's a white semicircular table. On the table, there's a row of objects: a blue object, a transparent cube, a red drink, a blue drink, a blue cube, and a green drink. A robotic arm picked up the blue cylindrical object and moved it towards the edge of the table."
rb_9450244244.png,"In this scene, a robotic arm picked up a blue cup which had a ball inside and poured the ball into a white mug."
rb_9452246825.png,"In this scene, there's a table. On the table, there's a grape and a white plate. A robotic arm picked up the grape and placed it onto the plate."
rb_9497022114.png,"In this scene, there's a three-tiered drawer, there's a bottle of water, a can of drink, a blue ball, a white bowl, and a robotic arm. A robotic arm pulled open the bottom drawer."
rb_9519969630.png,"In this scene, there's a table. In the bottom-left corner, there's a can of drink, in the top-right corner, there's another can of drink, and in the bottom-right corner, there's a packet of snacks. A robotic arm picked up the drink from the top-right corner and placed it between the drink in the bottom-left corner and the snacks in the bottom-right corner."
rb_9531918041.png,"In this scene, there's a table with a stainless steel bowl, a microwave, a can of tomatoes, a can of pineapple slices, a towel, a spoon, a blue-and-white object, and a cartridge stove. A robotic arm picks up the spoon with a blue handle and puts it between the microvase and the towe.."
rb_9549272515.png,"In this scene, there is a green countertop. On the countertop there is a white board with two grey storage boxes on it, along with a blue cross and a screwdriver. A robotic arm picks up the screwdriver and placed it into the front storage box."
rb_9568396127.png,"In this scene, there's a spoon, a white toy dog, a long-handled stainless steel bowl, and a green towel underneath the bowl. A robotic arm picks up the white toy dog and placed it into the bowl."
rb_9645335785.png,"In this scene, there is a table with three bags of snacks on top. The top-left one is brown, the top-right one is green, and the bottom-right one is black. A robotic arm picks up the brown snack from the top-left corner."
rb_9654436022.png,"In this scene, there is a blue table. On the table, there's a long-handled stainless steel bowl, a sushi, a spoon, and a green towel. The robotic arm picked up the spoon and placed it in between the bowl and the towel."
rb_9663766231.png,"In this scene, there is a blue table. On the blue table, there's a bottle of dishwashing liquid and a stainless steel bowl. A robotic arm picked up the dishwashing liquid and placed it into the stainless steel bowl."
rb_9718913181.png,"In this scene, there's a box containing two green elongated objects and three blue elongated objects. A robotic arm picks up two blue elongated objects."
rb_9720664907.png,"In this scene, there are canned soda, a sponge, and a bottle of mineral water on the table. The robotic arm picks up the mineral water."
rb_9723044867.png,"In this scene, there's a vending machine with mineral water, cola, canned soda, tea, and sports drink. A robotic arm picks up a can of soda."
rb_9798430555.png,"In this scene, there's a black cabinet and a glass table. On the glass table, there are blue apples, a blue ball, a dark blue ball, and a green ball in a wihite plate. Also, there's a vase of flowers, a cube, a pen, a small cube, and a round plate on the table. The robotic arm picks up the blue ball from plate on the glass table."
rb_9894471314.png,"In this scene, there is a drawer with a snack on top, a bowl, and a can of drink. A robotic arm picks up the drink and pulls open the bottom layer of the drawer and puts it into the drawer."
rb_9943321923.png,"In this scene, there is a blue table with a spoon, a can of tomato sauce, a can of pineapple slices, a microwave, and a bowl on top of a towel. A robotic arm is picks up the bowl and moves it from the front of the microwave to another corner."
