image,description
rb_2727046310.png,"On the table there is a bottle, a pot, a cup and a black stick on the right side of the pot. The robot arm reaches for the black stick and grabs it."
rb_2734137400.png,"There is a cabinet and a table. On the surface of the cabinet there is a stick, a plate and a bowl. On the table there is a plate with a blue ball on it. The robot arm reaches for the ball on the table and picks it up and moves it towards the desk of the cabinet. "
rb_2734669968.png,"On the desk there is a spoon, a potato, a cup with a cucumber in it, and a squash. The robot arm reaches for the cucumber inside the cup and grabs it and places it outside the cup besides the potato."
rb_2734874907.png,There is a countertop with a compartment under it. The robot arm reaches to the handle of the compartment and opens the door of the compartment. Inside the compartment  there are some blue objects.
rb_2739054927.png,"There is a desk with drawers under it. On the desk there is a can, a food package and a water bottle. The robot arm reaches for the food package at the center of the table and lifts it in the air."
rb_2748348914.png,There is a desk with drawers under it. One of the drawer is open and there is a food package in it. On the desk there is a white bowl. The robot arms reaches for the food package in the drawer and lifts it up and places it on the desk.
rb_2751391664.png,"There is a sponge, a food package and a can on the table. The robot arm reaches for the food package and moves it towards the can. "
rb_2757367737.png,"There is a countertop with an oven under it, a sink besides it and a microwave above it. There are two bottles on the countertop. The robot reaches for the bottle on the right and grabs it and places it inside the sink."
rb_2771421195.png,"There is a desk with drawers under it. On the desk there is a can near the edge, a bowl and a can besides the bowl. The robot arm reaches for the drawer in the middle and opens it."
rb_2780898487.png,There is a basket with different partitions. In one compartment there is a tilted pot and a toy eggplant and another vegetable. The robot arm reaches for the pot and places the pot in the upright position.
rb_2786832491.png,On the desk there are bottles with different colors. There is also a pink ball. The robot arms picks up the pink ball and pushes against the blue bottle in the middle. The blue bottles falls to a flat position and the robot arms continues to put the ball on the surface of it. 
rb_2793852185.png,"There s a desk with drawers under it. On the desk there is an apple, a food package at the edge of the desk and a food package in the middle of the desk. The robot arm reaches for the food package in the middle and grabs it. It then moves the package besides the other package at the edge of the desk."
rb_2795630843.png,"On the cabinet, there's a bag, a mineral water bottle, a can, and a bowl. The robotic arm opens the second drawer of the cabinet."
rb_2817703699.png,"On the blue table, there's a bowl, a white object to the right of the bowl, and a cup below the bowl. The robotic arm picks up the white object and places it inside the bowl."
rb_2823756717.png,"On the kitchen stove, there's a green board and a white knife on the right. The robotic arm picks up the white knife from the right and places it on top of the green board."
rb_2826782781.png,"On the right side, there is a 2x2 black cabinet. In the upper left compartment, there is a round white object, and in the lower right, there is a white cube. There is also a flower pot on top of the cabinet. The robotic arm picks up the white cube from the lower right compartment, extracts it from the cabinet, and suspends it in mid-air."
rb_2889652390.png,"On the blue table, there's a stainless steel pot containing a green spherical object. To the right of the pot, there's a green spatula. The robotic arm picks up the green object from the pot and places it between the spatula and the pot."
rb_2896165046.png,"In this scene, the middle drawer of the cabinet is open, containing a green object. On top of the cabinet, there's a white bowl. The robotic arm picks up the green object from the drawer and places it at the near end of the cabinet."
rb_2916994493.png,"On the table, there's a white bowl filled with many blue objects. The robotic arm picks up one of the blue objects from the bowl and suspends it mid-air."
rb_2917374192.png,"On the table, there is a white ring, a mineral water bottle, a black object, and a blue object near the near end. The robotic arm moves the blue object to the far end, near the side of the mineral water bottle."
rb_2925306892.png,"On a blue table, there is a purple bowl containing a blue object and next to it, touching the purple bowl on the left, there is a gray bowl. The robotic arm picks up the blue object from the purple bowl and places it into the gray bowl."
rb_2929537135.png,"On the table, there's a stainless steel bowl containing a green object, a green spatula, and a purple cloth. The robotic arm picks up the purple cloth from the far end of the table and moves it to the near end of the table."
rb_2934651788.png,"On the stove, there is a yellow pot. The robotic arm picks up the yellow pot from the middle of the stove and places it on the board below the stove."
rb_2945987215.png,"On the cabinet, there is a white bowl, a can, and a green bag. The robotic arm picks up the can and places it inside the open drawer at the bottom."
rb_2952942867.png,"On the table, there's a lying mineral water bottle, a blue object at the far end, and a black object on the right side. The robotic arm picks up the black object and places it to the left of the mineral water bottle."
rb_2960065486.png,"On the blue table, there's a green circular object, a blue circular object at the far end, a yellow bowl, a blue banana-shaped object, and a blue bowl at the near end. The robotic arm picks up the green object from the far end and places it into the yellow bowl."
rb_2962778676.png,The robotic arm picks up the orange fork on the right side and places it on the green cloth in the middle.
rb_2964436891.png,"On the blue table, at the near end, there's a stainless steel pot, a green spoon, a yellow cloth, and a white object. The robotic arm picks up the white object from the far end and places it inside the pot at the near end."
rb_2982624744.png,"In the beverage cabinet, cans are neatly arranged. The robotic arm picks up the can in the middle of the middle shelf, moves it outside of the cabinet, and suspends it in mid-air."
rb_2997664890.png,"On the gray table, at the far end, there is a lying mineral water bottle and a green bag, while at the near end, there's a can. The robotic arm picks up the can and places it in front of the green bag."
rb_2998743301.png,"On top of the cabinet, there's a green plastic bag and a white bowl, with a can on each side. The top drawer of the cabinet is open. The robotic arm picks up the green bag and places it inside the open top drawer."
rb_3004850783.png,"On the white semi-circular table, there are many cans and plastic water bottles. The robotic arm picks up the green plastic water bottle on the far left and lays it down."
rb_3030106047.png,"On the cabinet, there are plastic water bottles, a white bowl, and two plastic bags. The robotic arm picks up a plastic water bottle and places it inside the open top drawer."
rb_3031076495.png,"The bottom drawer of the cabinet is open, containing a green can. The robotic arm picks up the green can and places it at the near end on top of the cabinet."
rb_3031682093.png,"On top of the cabinet, there is a can and a white bowl. The robotic arm opens the bottom drawer of the cabinet."
rb_3037408615.png,"To the right of the robotic arm, there's a transparent table with a white object, a blue object, and a green object on it. Next to the table on the right, there's a 2x2 black cabinet. The robotic arm picks up the green object from the transparent table and suspends it in mid-air."
rb_3037886458.png,"On the white mat, there is a Rubik's Cube. The robotic arm grips the Rubik's Cube."
rb_3038237280.png,"On top of the cabinet, there is a plastic water bottle, a blue can, and a white bowl. The robotic arm opens the top drawer of the cabinet."
rb_3038669997.png,"On the blue table, in the middle, there's a stainless steel pot, and on the right, there's a green cloth. The robotic arm picks up the stainless steel pot from the middle and places it on top of the green cloth."
rb_3040403589.png,The robotic arm picks up the blue object from the middle of the floor and places it inside the orange plate on the right.
rb_3048229366.png,"On top of the cabinet, on the far left, there's a mineral water bottle, with a can in the middle and another can on the right. The robotic arm moves the empty plastic bottle from the left to next to the can in the middle."
rb_3048400661.png,"On the blue table, there's a black cup on the left and a yellow cup on the right. The robotic arm picks up the yellow cup from the right and places it inside the black cup."
rb_3056586646.png,"In this scene, on the table, there is a white cup, a green object, and a fallen plastic bottle. The robotic arm is static in this scenario."
rb_3082124768.png,"On the blue table, there's a green cloth. The robotic arm moves the green cloth from the right side to the left side."
rb_3117660058.png,"On the white mat, there is a kettle with its lid open. The robotic arm closes the lid of the kettle."
rb_3125995206.png,"On top of the cabinet, there are two fallen cans and one standing can. The robotic arm moves the fallen brown can on the right to the left side."
rb_3146281208.png,The robotic arm moves the fallen green plastic bag from the near end of the table to the far end.
rb_3158070622.png,"On the table, there is a white bowl and a can. The robotic arm picks up the blue can from the table and places it inside the open second drawer."
rb_3206736126.png,"On the right side, there is a 2x2 black cabinet. In the upper left compartment of the cabinet, there's a white object. The robotic arm reaches into the upper right compartment of the cabinet."
rb_3209815695.png,"The robotic arm moves a purple object resembling an eggplant, located at the far end of a yellow plate, and places it on a purple plate in the middle of the yellow plate."
rb_3212145380.png,"On top of the cabinet, on the left side, there's a green object, a brown can in the middle, and a white can on the right at the far end. The robotic arm moves the can from the far end and places it next to the green object."
rb_3214538002.png,"On the blue table, there's a blue fork at the near end. The robotic arm moves the blue fork from the far end to the center of the table."
rb_3220453495.png,"On the blue table, to the left, there's a stainless steel pot, and in the middle, there's a blue object. The robotic arm places the blue object into the stainless steel pot on the left."
rb_3232740648.png,"On the white stove, the cabinet door is open. The robotic arm closes the open cabinet door."
rb_3236673084.png,"On the table, there's a blue object in the middle, and at the far end, there's a brown can and a blue can. The robotic arm moves the blue can from the right side to the right side of the blue object."
rb_3238305434.png,"On the table, there's a blue book, a white bowl, and a red cup, with a black frame on the left side. The robotic arm picks up the blue book and places it inside the black frame."
rb_3243675617.png,"In the beverage machine filled with cans, the robotic arm picks up the blue can from the top row on the far right side."
rb_3249342130.png,"On the table, there's a white bowl filled with many blue objects. The robotic arm picks up one of the blue objects from the bowl."
rb_3260526445.png,"On the table, there's a black object, a pink plate, a pink bowl, and an orange plate. The robotic arm moves the black object from the center of the table to the far end."
rb_3262700586.png,"On the stove, there's a stainless steel pot containing a green object. The robotic arm picks up the green object from the pot on the left and places it on the right side of the stove."
rb_3264029372.png,"In the image, there is a brown box containing a red mat and a pile of black objects, as well as a blue object. The robotic arm attempts to pick up the blue object but fails to do so and retracts back."
rb_3267305968.png,"On top of the cabinet, there is a white bowl, a brown can, and a brown bag. In the open second shelf of the cabinet, there is a black object. The robotic arm picks up the black object and places it on top of the cabinet."
rb_3290676094.png,"On the white table, there are many blue objects and in the middle, there's a blue plate with a blue object on it. The robotic arm picks up the blue object from the plate in the middle and places it at the far end of the table."
rb_3297861345.png,"On the blue table, there is a stainless steel pot, a green cloth, a purple spoon, and a blue object. The robotic arm moves the purple spoon from on top of the green cloth to the left end of the table."
rb_3298889452.png,"The second drawer of the cabinet is open. On top of the cabinet, there's a white can, a white bowl, and a plastic water bottle at the far end. The robotic arm knocks over the plastic bottle and moves it to the far end of the white bowl."
rb_3315451533.png,"On the table, there is a white bowl filled with a bunch of blue spherical objects. The robotic arm picks up one of the blue spherical objects."
rb_3316040979.png,"On the table, there's a blue object and a green object at the far end. The robotic arm moves across the table without touching any of the objects on it."
rb_3316307642.png,"In the beverage machine, the second shelf has two blue cans. On the bottom shelf, there's a silver can on the left and another silver can on the right. The basket at the very bottom is filled with many cans. The robotic arm picks up the silver can on the left side of the bottom shelf."
rb_3329626481.png,"On the blue table, in the middle, there's a stainless steel pot containing a blue object, and on the left side of the table, there's a green cloth. The robotic arm picks up the blue object from inside the pot and places it on the green cloth."
rb_3350522727.png,"On the blue table, there's a black cup in the middle and a yellow cup on the upper right side. The robotic arm picks up the yellow cup and places it inside the black cup."
rb_3352983829.png,"On top of the cabinet, there's a black object, a blue object at the far left, and a fallen plastic bottle on the right. The robotic arm moves the black object from the near end to the right side of the blue object."
rb_3361865030.png,"On the blue table, there are many scattered objects with a yellow object in the middle. The robotic arm extends towards the yellow object, but doesn't grasp it and retracts back."
rb_3377743727.png,"On the table, there's a mineral water bottle with water on the left side, a black object on the right, and a blue object at the far end. The robotic arm picks up the mineral water bottle."
rb_3383945283.png,"On the table, there's a plastic water bottle, a blue object, and a black object. The robotic arm knocks over the plastic water bottle."
rb_3393784077.png,"On the table, there's a pile of cluttered objects. The robotic arm grasps a stick-like object and then moves it out of the frame. After that, the robotic arm retracts back."
rb_3395322033.png,"On the blue table, on the right side, there's a green cloth. The robotic arm drags the green cloth from the right side to the left side of the table."
rb_3399753405.png,"On top of the cabinet, there's a blue plastic bag and a white bowl on the right. The robotic arm picks up a mineral water bottle from the top drawer and places it on top of the cabinet."
rb_3420672071.png,"On top of the cabinet, on the right side, there's a blue can, and in the middle, there's a blue spherical object. The robotic arm moves the blue can from the right side to next to the spherical object."
rb_3421385672.png,"On the top of the cabinet, there's a green plastic bag on the left side and another green plastic bag on the right side. The robotic arm moves the green plastic bag from the right side to next to the green plastic bag on the left side."
rb_3422872976.png,"On top of the cabinet, there's a black plastic bag, a water bottle at the far end, and a blue object. The robotic arm knocks over the blue spherical object next to the black plastic bag."
rb_3425393087.png,"On top of the cabinet, there's a white can, a blue can, and a white ring containing a blue object. The robotic arm picks up the white can and then places it back down."
rb_3425661335.png,"On top of the cabinet, there's a white bowl, a green can, and a black plastic bag. The robotic arm places the green can inside the open top drawer of the cabinet."
rb_3425977328.png,"On the table, there's a blue cup, a pink cup, a yellow object, and a white plate. The robotic arm places the blue cup on the right side onto the white plate."
rb_3434163454.png,"On the floor, there's a green plate, and there's also a large white cabinet. The robotic arm opens the door of the large cabinet."
rb_3449865588.png,"On the blue table, there is a silver plate, a yellow plate, a yellow bowl, a blue object, and an orange plate. The robotic arm picks up a blue object and places it inside the yellow bowl."
rb_3450874196.png,"On the top of the cabinet, there's a white bowl and a blue can. The top drawer of the cabinet is open. The robotic arm closes the top drawer of the cabinet."
rb_3460095718.png,"On the white table, there are many cans. The robotic arm picks up the second white can from the left and then lays it down."
rb_3466150171.png,"On the table, there's a plastic bottle with water, a green plastic bag at the far end, and a black plastic bag also at the far end. The robotic arm moves the green plastic bag from the left side to next to the black plastic bag."
rb_3477623530.png,"On the blue table, there's a blue lid, a blue bowl, and a green object. The blue lid from the left side is placed on top of the blue bowl in the middle."
rb_3488378186.png,"On the green table, there's a white plate and a blue object. The robotic arm places the blue object on the white plate on the left side."
rb_3489907824.png,"On the table, there are two cartons of milk, a white one on the left and a green one on the right. The robotic arm picks up the white milk carton and places it in the sink."
rb_3495606603.png,"On the blue table, there's a black cup on the left side and a yellow cup on the right side. The robotic arm picks up the yellow cup from the right side and places it inside the black cup on the left side."
rb_3505051306.png,"On the table, there is a white plate, two yellow objects (one of which is inside a white bowl), and a pink object. The robotic arm picks up the bowl along with the yellow object inside it and places them both onto the plate."
rb_3507637502.png,"On top of the cabinet, there is a plastic water bottle, a blue object, and a green bag in the middle. The robotic arm moves the green bag from the middle to next to the plastic water bottle on the left side."
rb_3515822272.png,"On the blue table, there's a blue bowl and a blue carrot-shaped object. The robotic arm picks up the blue carrot-shaped object from the far end and places it into the bowl near the near end."
rb_3531704525.png,"The second drawer of the cabinet is open. On top of the cabinet, there's a white can, a white bowl, a black object box, and a blue object. The robotic arm picks up the white can and places it inside the open second drawer of the cabinet."
rb_3536386953.png,"On the green carpet, there is an upright transparent water cup and a fallen transparent water cup. The robotic arm picks up the fallen transparent cup and places it inside the upright transparent cup."
rb_3537728216.png,"On top of the cabinet, there is a blue object and two standing cans, one inside a white ring and the other outside it. The robotic arm places the blue object inside the white ring."
rb_3545120673.png,"On top of the cabinet, there is a white bowl and a black object. The bottom drawer of the cabinet is open, containing a black plastic bag. The robotic arm places the black plastic bag on top of the cabinet."
rb_3545930046.png,"In the scene, there's a coffee machine with its lid initially open. To the left, there's a table with a white bowl on it. First, the robotic arm closes the lid of the coffee machine and then moves the white bowl from the table to underneath the coffee machine."
rb_3553765153.png,"In the scene, there's a box containing some blue and purple objects. The robotic arm picks up one of the blue objects."
rb_3554714271.png,"On the right side of the scene, there's a transparent table with a white plate and several blue objects on it. On the far right, there's a 2x2 black cabinet. The robotic arm picks up one of the blue objects from the white plate."
rb_3569077018.png,"On the table, there is a white plate filled with many blue objects that resemble bananas. The robotic arm picks up one of these blue objects."
rb_3574573675.png,"On the stove, there is a stainless steel pot and a blue cloth. The robotic arm moves the stainless steel pot from the right side and places it on the blue cloth."
rb_3582115687.png,"On top of the cabinet, there's a blue object, a white can at the far end, and a green plastic bag at the near end. The robotic arm picks up the can."
rb_3592379447.png,"On the right side, there's a 2x2 black cabinet. The robotic arm extends its arm into the upper left compartment of the cabinet."
rb_3597942150.png,"On the table, there's a red cup, an upside-down book, a white bowl with some yellow objects, a black frame on the left, and a stack of books on the right. The robotic arm attempts to grasp the stack of books but fails to do so."
rb_3602989828.png,"On the black table, there's a blue cup. The robotic arm is holding a transparent cup containing some blue objects. The robotic arm pours the blue objects from the transparent cup into the blue cup."
rb_3628053699.png,"On the blue table, there's a blue bowl and other blue objects. Inside the blue bowl on the right, there's a white object. The robotic arm picks up the white object from the blue bowl on the right and places it on the left side of the table."
rb_3637192947.png,"On the stove, there's a white object in the middle, a green cloth at the far end, and a stainless steel bowl on the right side. The robotic arm picks up the white object from the middle and places it inside the stainless steel bowl."
rb_3648893278.png,"On the table, there are two lying plastic water bottles and a blue object on the right side. The robotic arm stands up the fallen plastic water bottle from the far end and places it next to the blue object."
rb_3650410114.png,"On the stove, there's a yellow pot. The robotic arm grabs the handle of the yellow pot and places it on the board below the stove, on the lower layer."
rb_3669577520.png,"On the table, there's a plastic pot on the towel, a banana toy, anb a blue bottle. The robotic arm picked up the plastic pot and moved it to the other side of the table."
rb_3672871871.png,"On the table, there's a stainless steel bowl. Inside the bowl, there's a strawberry. There's also a towel with a spatula on it. A robotic arm picked up the strawberry from the stainless steel bowl and placed it on the table."
rb_3674878303.png,"Inside the box, there's a water bottle, a spoon, a glove, a fork, and a robotic arm attempting to pick up the spoon."
rb_3678745063.png,"On the table, there's a dishwashing sponge, a soda can, and a brown snack. A robotic arm picked up the dishwashing sponge and placed it next to the brown snack."
rb_3687936211.png,"On the tabletop, there's a bowl and a soda can. In the open drawer, there's a dishwashing sponge. A robotic arm took the dishwashing sponge from the drawer and placed it on the tabletop."
rb_3689582465.png,"On the table, there is a blue cup and an orange cup. A robotic arm picked up the orange cup and placed it inside the blue cup."
rb_3702832020.png,"On the tabletop, there's a stainless steel bowl and a dishwasher. On the dishwasher, there's a brush. Next to the dishwasher, there's a rice ball. A robotic arm picked up the rice ball and placed it into the stainless steel bowl."
rb_3719425243.png,"On top of the cabinet, there's a cylinder and a small cube. In the bottom drawer of the cabinet, on the left, there's a round handle, and on the right, there's a cube. A robotic arm picked up the round handle from the bottom left."
rb_3720993407.png,"On the table, there are two bottles of mineral water and a brown snack. A robotic arm picked up the bottom left mineral water."
rb_3746703973.png,"On the table, there's an apple, a snack, and a soda can. A robotic arm picked up the soda can and placed it next to the snack."
rb_3758722900.png,"On the tabletop, there's a white bowl. In the first open drawer, there's a mineral water bottle. A robotic arm took the mineral water bottle from the drawer and placed it next to the bowl on the table."
rb_3768130734.png,"On the tabletop, there's a lying soda can, a standing soda can, and a snack. A robotic arm moved the standing soda can next to the lying one."
rb_3771887619.png,"On the stove to the left, there's a pot. A robotic arm picked it up and placed it on the bottom shelf of the cabinet to the right."
rb_3775108546.png,"On the table, there's a white bowl, a small brown snack, and a large brown snack. A robotic arm opened the bottom drawer."
rb_3785036026.png,"In the box, there's a glass, a broom, a bowl, and an apple. The robotic arm picked up the bowl. Where did it go?"
rb_3792782538.png,"On the table, there's a Rubik's Cube. A robotic arm is reaching out to grab the Rubik's Cube."
rb_3796804761.png,"On the table, there's a bowl, a wooden block, a pen, a green object, a green animal toy, and a red animal toy. A robotic arm picked up the small wooden block."
rb_3804177680.png,"On the countertop, there's a dishcloth, a bowl, a fork, and a banana. A robotic arm picked up the banana and placed it on the dishcloth."
rb_3807683498.png,"On the tabletop, there's a bowl with some bananas. A robotic arm picked up one banana."
rb_3824104214.png,"On the tabletop, there's a soda can, a bag of chips, and a brown snack. A robotic arm picked up the chips and placed them next to the brown snack."
rb_3831175299.png,"Next to the sink, there's a small cauliflower. In the sink, there are bowls, plates, and a soda can. A robotic arm picked up the small cauliflower from the sink's edge."
rb_3842386218.png,"On the table, there's a brown snack, a green snack, and some chips. A robotic arm picked up the chips and placed them next to the green snack."
rb_3857025756.png,"On a transparent coffee table, there's a plate with three fruits. A robotic arm picked up the fruit on the left."
rb_3857111474.png,"On the table, there's an orange cup and a blue cup. A robotic arm picked up the orange cup and placed it into the blue cup."
rb_3874156175.png,"On top of a drawer cabinet, there's a net and a blue ball. A robotic arm opened the middle layer."
rb_3883526410.png,"In an open drawer, there are three rows of snacks. A robotic arm picked up the front row of snacks in the middle."
rb_3883659873.png,"On the table, there's a bag of snacks, a bowl, and a soda can. A robotic arm opened the topic drawer of the table."
rb_3914165097.png,"On the tabletop, there's a microwave, two cans, a spoon, a stainless steel bowl and a towel. In the stainless steel bowl, there's a white object. A robotic arm picked up the spoon and placed it neatly on the table."
rb_3923022071.png,"On a table, there's a sink and a stove, along with many other things. A robotic arm turned on the faucet."
rb_3944922017.png,"There is a four-compartment storage cabinet, and in the bottom right corner, there's a cylinder. A robotic arm reached into the bottom right compartment and picked up the cylinder."
rb_3960662323.png,"On the tabletop, there's a fork, a tissue, and a stainless steel bowl. Inside the stainless steel bowl, there's a blue object. A robotic arm took the blue object from the stainless steel bowl and placed it on the table."
rb_3961697281.png,"On the tabletop, there's a glasses cleaning cloth. A robotic arm folded the glasses cleaning cloth, first in half and then in half again."
rb_3965041163.png,"On the table, there's a mineral water bottle, an overturned cola can, and an overturned soda can. A robotic arm picked up the overturned soda can and placed it upright on the table."
rb_3977332687.png,"On the tabletop, there's a tissue with a sushi model on it. Additionally, there's a fork and a stainless steel plate. A robotic arm picked up the sushi toy from the tissue and placed it on the tabletop."
rb_3979544900.png,"On the table there's a mineral water bottle, a bowl, and a bag of snacks. A robotic arm picked up the mineral water bottle and moved it next to the bowl."
rb_3981255256.png,"On the tabletop, there's a blue plate and a white plate. A robotic arm picked up the white plate and placed it into the blue plate."
rb_3989156359.png,"On the stove, there's a broccoli, a plate, a carrot, a stainless steel bowl, and a blue object. A robotic arm picked up the blue carrot and placed it in the plate."
rb_3990452798.png,"On the table, there's a towel, a knife, a stainless steel bowl, and a brown object inside the bowl. A robotic arm picked up the towel and moved it next to the bowl."
rb_4011034924.png,"On the table, there's a stainless steel bowl, a fork, a can, and a towel. On the towel, there's a knife. A robotic arm moved the stainless steel bowl next to the fork."
rb_4021645116.png,"On the table, there's a stainless steel bowl, a towel with a ladle on it, and a green object. A robotic arm picked up the ladle from the towel and placed it on the tabletop."
rb_4022021968.png,"To the right of the stove, there's a pot, and on the stove's surface, there's a green toy. A robotic arm moved the pot from the right side to the left side of the stove and placed the toy inside it."
rb_4023018960.png,"In the drawer, there's a bag of snacks. On the tabletop, there's a white bowl. A robotic arm took the snacks from the drawer and placed them on the tabletop."
rb_4043297867.png,"On the tabletop, there's a spoon, a dishcloth, a stainless steel bowl, and a toy. A robotic arm picked up the stainless steel bowl and placed it to the right of the dishcloth."
rb_4051566586.png,"On the tabletop, there's a bowl, a cup, and some objects. A robotic arm picked up the object in the bottom left corner."
rb_4058411948.png,"On the tabletop, there are some vegetable models, a plate, and a bowl. A robotic arm picked up the broccoli and placed it into the bowl."
rb_4072824912.png,"On the table, there's a towel. A robotic arm moved the towel from the right side of the table to the left side."
rb_4072993367.png,"On the table, there's a purple piece of paper. A robotic arm folded the purple paper into a diamond shape."
rb_4081477121.png,"On the table, there's a spoon, a pot with a dishcloth underneath, and a toy to the right. A robotic arm moved the spoon from the table to the right side."
rb_4113241621.png,"On the table, there's an apple, a soda can, and a sponge. A robotic arm picked up the sponge and placed it next to the soda can."
rb_4135232796.png,"On the table, there's a bowl with a paper inside, and on the paper, there's a ball. A robotic arm picked up the ball from the paper inside the bowl."
rb_4143090902.png,"On the desktop, there's a plate, an oven, an orange object, a bowl, and an apple. A robotic arm picked up a black object and placed it on the plate."
rb_4144160379.png,"There's a white plastic board on the table with a black table, a blue cross, and a brush under the black table. A robotic arm picked up the brush and placed it on the black small table."
rb_4158833437.png,"On a black rack, there's a white cube on top. In the top-left slot, there's a white cylinder, in the top-right slot, there's a white cube, and in the bottom-right slot, there's a round handle. A robotic arm took out the round handle from the bottom-right slot."
rb_4160720986.png,"On the table, there's a stove, a faucet, and a sink with a pot in it. On the countertop, there are some objects. A robotic arm picked up a blue corn and placed it in the pot."
rb_4177043820.png,"On the table, there's an upright soda can, an upside-down soda can, and an inverted plastic water bottle. A robotic arm picked up the upside-down plastic water bottle."
rb_4183185015.png,There's a three-tiered drawer cabinet. A robotic arm opened the bottom drawer.
rb_4187930206.png,"On the table, there's a silver grill, an orange bowl with a white object inside, a blue cube, and an orange bowl with double handles. In the double-handled bowl, there's a blue apple. A robotic arm picked up the blue object."
rb_4196732185.png,"On the table, there's a dishcloth, a bowl, a spoon, and a green object. A robotic arm picked up the dishcloth and moved it towards the green object."
rb_4214867272.png,"There's a two-tiered tray and a coffee machine on the table. Below the coffee machine, there's a cup. A robotic arm first placed the cup on the tray, then opened the capsule coffee machine, inserted a capsule, , and then returned the cup to the coffee dispenser."
rb_4248059143.png,"On the table, there's a wok, a blue object, and a green object. A robotic arm picked up the wok and placed it upright."
rb_4250606546.png,"On the table, there's a white bowl, a blue ball, a brown object, and a green snack bag. A robotic arm picked up the brown object and placed it in the bottom drawer."
rb_4254947196.png,"On the table, there's a pot, a towel with a blue bell pepper and a spatula. A robotic arm picked up the bell pepper and placed it in the pot."
rb_4259361708.png,A robotic arm picked up a glass and poured water into the blue plastic cup on the table.
rb_4262639628.png,"On the table, there are some bottles. A robotic arm picked up the red bottle in the middle, moved it backward a bit, and then placed it back down."
rb_4283339492.png,"On the table, there's a towel, a bowl, broccoli, and a spoon. A robotic arm picked up the towel from the left and moved it to the right."
rb_4292519916.png,"On the table, there's a blue object, a spoon, a bowl, and a towel. A robotic arm picked up the bowl and placed it on the towel."
rb_4297140732.png,"On a blue countertop, there are many objects, including an open toy oven, a bowl with blue balls, a plate, and an orange storage box. On the plate of this toy oven, there's a blue block. A robotic arm grabs this block and then lifts it up."
rb_4302178658.png,"On a four-compartment cabinet, there's a flower pot, a circular cake, and a cylindrical object on top. In the top-left slot, there's a small cube, and in the top-right slot, there's a large cube. A robotic arm took out the large cube from the top-right slot."
rb_4302958071.png,"On a transparent tabletop, there's a bowl with an apple in it. A robotic arm picked up the apple from the bowl."
rb_4303231681.png,"On a transparent tabletop, there's a bowl with an apple in it. A robotic arm picked up the apple from the bowl."
rb_4307350272.png,"Inside the box, there's a purple water bottle, a blue bowl, a stainless steel bowl, and an overturned deep blue bowl. A robotic arm corrected the position of the overturned deep blue bowl."
rb_4310781090.png,"In an open drawer, there's a blue spherical object. A robotic arm picked up the spherical object from the drawer and placed it on the table."
rb_4328263502.png,"Inside a cabinet, there's a blue object. A robotic arm closed the cabinet door."
rb_4335910767.png,"On a green tray, there's a blue object and two yellow objects. A robotic arm moved the blue object to the right side of the tray."
rb_4338541832.png,"On the table, there's a blue bucket, a bowl, a blue apple, a deep blue object, and an orange bowl. A robotic arm is attempting to pick up the deep blue object."
rb_4352711441.png,"On the table, there are two soda cans and a plastic bottle picked up by a robotic arm, which then made it lying on the table."
rb_4360441551.png,"In a four-compartment cabinet, the top-left slot has a small cube, the top-right slot has a cylinder, the bottom-left slot has a large cube, and the bottom-right slot has a round handle. A robotic arm picked up the small cube from the top-left slot and took it out of the cabinet."
rb_4378767621.png,"On a transparent table, there's a white plate with a blue ball on it. A robotic arm picked up the blue ball."
rb_4397151083.png,"On the table, there's a grill, a green cup, an orange bowl, a black bowl, a blue rectangular prism, and an orange sink. In the sink, there's a blue ball. A robotic arm is gripping the blue ball."
rb_4409058776.png,"On the table, there's a white ball, a brown face recognition device, and a black face recognition device. A robotic arm picked up the white ball and placed it next to the black face recognition device."
rb_4410853145.png,"On the table, there's a sink, a stove, and some objects. A robotic arm picked up a green object and placed it in a bowl."
rb_4420707652.png,"On the table, there's a plate, a yellow bowl, an orange object, a blue object, and a three-tier stainless steel rack. A robotic arm picked up the yellow bowl and placed it on the middle tier of the rack."
rb_4438244632.png,"On the table, there's a soda can, a sponge, and a bowl. In the drawers, the botton layer is open. A robotic arm inside pulled out a bag of snacks and placed it on the table."
rb_4466753374.png,"On the table, there's a bowl, a blue ball, and a bag of snacks. The first drawer is open, and a robotic arm closed this drawer."
rb_4475369849.png,"On the table, there's a ball, a bag of snacks, and a brown object. A robotic arm picked up the snack and placed it next to the brown object."
rb_4479139215.png,"On the table, there’s a piece of paper. A robotic arm folded it in half."
rb_4483044031.png,"On the table, there's a plate, a pink cup, an orange object, a small white bowl, and another orange object inside the small white bowl. A robotic arm picked up the small white bowl and placed it in the middle of the plate."
rb_4483592734.png,"On the table, there's a blue cup and an orange cup. A robotic arm picked up the orange cup and placed it inside the blue cup."
rb_4509405338.png,"On the table, there's an upright soda can, an upside-down watter bottle and a brown object. A robotic arm straightened the upside-down soda can."
rb_4517694356.png,"On the table, there are two upside-down soda cans and a brown object. A robotic arm corrected the orientation of the forward upside-down soda can."
rb_4520492874.png,"On the table, there's a blue cup and an orange cup. A robotic arm picked up the orange cup and placed it inside the blue cup."
rb_4541749674.png,"On the stove, there's a knife, a broccoli, and a towel. The towel has a pot on it. A robotic arm picked up the broccoli and placed it in the bottom right corner of the stove."
